Identifier,Record_URL,RecordDownload_URL,Thumbnail_URL,Business_Name,Record_Title,Business_Type,Notable_Graphics,Transcribed_Text,Colors,Subjects_LCSH,StreetAddress,City,County ,State,Country,Latitude,Longitude,Collection_Title,Rights
1402300,https://collections.lib.utah.edu/ark:/87278/s6dn8hx4,https://collections.lib.utah.edu/file?id=1402300,https://collections.lib.utah.edu/dl_thumbs/e7/35/e7352a070928b7a0252766235336fce395e6d130.jpg,Ambassador Athletic Club,"Ambassador Athletic Club matchbook, Salt Lake City, Utah [6]",Athletic Clubs,"Emblem with an ""A"" and a lion, a building","The Ambassador ""America's Host""",Blue and purple with gold and white text,Advertising; Graphic arts; Athletic Clubs,145 S 500 E,Salt Lake City,Salt Lake County,Utah,United States,40.7659906,-111.8759619,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402301,https://collections.lib.utah.edu/ark:/87278/s68w7s4x,https://collections.lib.utah.edu/file?id=1402301,https://collections.lib.utah.edu/dl_thumbs/2f/98/2f9800d551e55b340c07e38ca59acb0a328eb44b.jpg,Ambassador Athletic Club,"Ambassador Athletic Club matchbook, Salt Lake City, Utah [7]",Athletic Clubs,"Emblem with an ""A"" and a patio table",Salt Lake City's Historic Ambassador. ,Red with white text,Advertising; Graphic arts; Athletic Clubs,145 S 500 E,Salt Lake City,Salt Lake County,Utah,United States,40.7659906,-111.8759619,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402302,https://collections.lib.utah.edu/ark:/87278/s65471dw,https://collections.lib.utah.edu/file?id=1402302,https://collections.lib.utah.edu/dl_thumbs/08/13/0813833fa2fec53e5f577b8124ab408ca48e65df.jpg,Ambassador Athletic Club,"Ambassador Athletic Club matchbook, Salt Lake City, Utah [2]",Athletic Clubs,"Emblem with an ""A"" and a lion","Ambassador Athletic Club, AAC",Cream with gold text,Advertising; Graphic arts; Athletic Clubs,145 S 500 E,Salt Lake City,Salt Lake County,Utah,United States,40.7659906,-111.8759619,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402305,https://collections.lib.utah.edu/ark:/87278/s61c68qm,https://collections.lib.utah.edu/file?id=1402305,https://collections.lib.utah.edu/dl_thumbs/d8/d5/d8d56ae117db6380aeeac4f1f5a6faffd6378be0.jpg,Ambassador Athletic Club,"Ambassador Athletic Club matchbook, Salt Lake City, Utah [8]",Athletic Clubs,"Emblem with an ""A"" and a lion","Ambassador Athletic Club, AAC",Cream with gold text,Advertising; Graphic arts; Athletic Clubs,145 S 500 E,Salt Lake City,Salt Lake County,Utah,United States,40.7659906,-111.8759619,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402308,https://collections.lib.utah.edu/ark:/87278/s6wq4gnn,https://collections.lib.utah.edu/file?id=1402308,https://collections.lib.utah.edu/dl_thumbs/7c/41/7c41ced2ee4fb7ffc395fcb0280652652de2f387.jpg,Ambassador Athletic Club,"Ambassador Athletic Club matchbook, Salt Lake City, Utah [3]",Athletic Clubs,"Emblem with an ""A"" and a lion","Ambassador Athletic Club, AAC",White with red text,Advertising; Graphic arts; Athletic Clubs,145 S 500 E,Salt Lake City,Salt Lake County,Utah,United States,40.7659906,-111.8759619,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402311,https://collections.lib.utah.edu/ark:/87278/s6rz3qzc,https://collections.lib.utah.edu/file?id=1402311,https://collections.lib.utah.edu/dl_thumbs/fc/66/fc668f0c0b6248e75cf63aa3b53e2916c90cf32c.jpg,Ambassador Athletic Club,"Ambassador Athletic Club matchbook, Salt Lake City, Utah [9]",Athletic Clubs,"Emblem with an ""A"" and a lion","Ambassador Athletic Club, AAC",Cream with gold text,Advertising; Graphic arts; Athletic Clubs,145 S 500 E,Salt Lake City,Salt Lake County,Utah,United States,40.7659906,-111.8759619,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402312,https://collections.lib.utah.edu/ark:/87278/s6n6309n,https://collections.lib.utah.edu/file?id=1402312,https://collections.lib.utah.edu/dl_thumbs/d6/a1/d6a13d244a2461305d1a0d211e8272a3ec7dde72.jpg,Ambassador Athletic Club,"Ambassador Athletic Club matchbook, Salt Lake City, Utah [5]",Athletic Clubs,"Emblem with an ""A"" and a lion",Ambassador Athletic Club,Blue with gold text,Advertising; Graphic arts; Athletic Clubs,145 S 500 E,Salt Lake City,Salt Lake County,Utah,United States,40.7659906,-111.8759619,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402313,https://collections.lib.utah.edu/ark:/87278/s6hf27jg,https://collections.lib.utah.edu/file?id=1402313,https://collections.lib.utah.edu/dl_thumbs/66/2c/662cab89b4906cb8d8b6131bcfefb627f85cd3a6.jpg,Ambassador Athletic Club,"Ambassador Athletic Club matchbook, Salt Lake City, Utah [1]",Athletic Clubs,"Emblem with an ""A"" and a lion",Ambassador Athletic Club,Blue with gold text,Advertising; Graphic arts; Athletic Clubs,145 S 500 E,Salt Lake City,Salt Lake County,Utah,United States,40.7659906,-111.8759619,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402314,https://collections.lib.utah.edu/ark:/87278/s6cp1grv,https://collections.lib.utah.edu/file?id=1402314,https://collections.lib.utah.edu/dl_thumbs/67/00/670078889750b6eca460f588ea662791236b9195.jpg,Airport Cafe,"Airport Cafe matchbook, Salt Lake City, Utah",Restaurants,Image of the admin building,Airport Cafe Always Open,Cream with gold text,Advertising; Graphic arts; Restaurants,,Salt Lake City,Salt Lake County,Utah,United States,40.7607793,-111.8910474,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402315,https://collections.lib.utah.edu/ark:/87278/s67x0r03,https://collections.lib.utah.edu/file?id=1402315,https://collections.lib.utah.edu/dl_thumbs/4c/ac/4cac8efbdd6feac0d91dd8957f41ded810ad5f58.jpg,Annabelle's,"Annabelle's matchbook, Salt Lake City, Utah",,Flowers ,,"Red, white, pink, and yellow with red and white text",Advertising; Graphic arts,,Salt Lake City,Salt Lake County,Utah,United States,40.7607793,-111.8910474,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402320,https://collections.lib.utah.edu/ark:/87278/s64500bz,https://collections.lib.utah.edu/file?id=1402320,https://collections.lib.utah.edu/dl_thumbs/3e/fb/3efb50e317d8f4516677ba5f2496ebbe00fa2d1d.jpg,American Legion,"American Legion matchbook, Salt Lake City, Utah [1]",Military,American Legion emblem,"If you served in the World Wars, you belong in the American Legion",White with blue text,Advertising; Graphic arts; Military,404 S W Temple,Salt Lake City,Salt Lake County,Utah,United States,40.7604242,-111.8944468,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402321,https://collections.lib.utah.edu/ark:/87278/s60g7z0k,https://collections.lib.utah.edu/file?id=1402321,https://collections.lib.utah.edu/dl_thumbs/23/14/2314c48b66f013adbbc281774ac7abb9c81fa052.jpg,American Legion,"American Legion matchbook, Salt Lake City, Utah [2]",Military,American Legion emblem,"If you served in the World Wars, you belong in the American Legion",White with blue text,Advertising; Graphic arts; Military,112 1/2 W 3rd S,Salt Lake City,Salt Lake County,Utah,United States,40.762763,-111.8911881,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402322,https://collections.lib.utah.edu/ark:/87278/s6vq7fh8,https://collections.lib.utah.edu/file?id=1402322,https://collections.lib.utah.edu/dl_thumbs/de/55/de55c2b6c20b495d4d255a1992ffaf450755f73b.jpg,Air Terminal Services Sportservice,"Air Terminal Services Sportservice matchbook, Salt Lake City, Utah",Aviation,"Airplane, tower","SLC Airport featuring (air conditioned) Kitty Hawk, dining room....","White, black, mint, pink with black and white text",Advertising; Graphic arts; Aviation,776 N. Terminal Dr,Salt Lake City,Salt Lake County,Utah,United States,40.7866133,-111.9818541,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402325,https://collections.lib.utah.edu/ark:/87278/s6qz6pvf,https://collections.lib.utah.edu/file?id=1402325,https://collections.lib.utah.edu/dl_thumbs/2e/cb/2ecb77195161873785e52c83dd59ef1122cb218f.jpg,Arch Browning Inc,"Arch Browning Inc matchbook, Salt Lake City, Utah [1]",Automobile Equipment and Supplies Stores,,When better automobiles are built; Buick,Orange and blue with white and black text,Advertising; Graphic arts; Automobile equipment & supplies stores,570 South Main Street,Salt Lake City,Salt Lake County,Utah,United States,40.7569374,-111.8912057,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402326,https://collections.lib.utah.edu/ark:/87278/s6m65z4f,https://collections.lib.utah.edu/file?id=1402326,https://collections.lib.utah.edu/dl_thumbs/08/52/085283ef29d8bf9a0ee96ed9372ed57180047bee.jpg,Andy's Tailor Shop,"Andy's Tailor Shop matchbook, Salt Lake City, Utah",Clothing and Shoe Stores,"A couple walking, a tailor working",You can't match our service,"Blue, yellow, red, pink, green, and white with black and negatives text",Advertising; Graphic arts; Clothing and dress,33 W 2nd S,Salt Lake City,Salt Lake County,Utah,United States,40.7732195,-111.8916305,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402329,https://collections.lib.utah.edu/ark:/87278/s6gf569r,https://collections.lib.utah.edu/file?id=1402329,https://collections.lib.utah.edu/dl_thumbs/9b/ac/9bacb3683caf3ef4fd5868b32ba7a86a63f547cc.jpg,Ambassador Hotel,"Ambassador Hotel matchbook, Salt Lake City, Utah",Restaurants,Image of the building,Ambassador Hotel and Coffee Shop; Highest Quality Foods,Green/gray with yellow text,Advertising; Graphic arts; Restaurants,145 S 5th East,Salt Lake City,Salt Lake County,Utah,United States,40.7799244,-111.8863967,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402330,https://collections.lib.utah.edu/ark:/87278/s6bp4fnx,https://collections.lib.utah.edu/file?id=1402330,https://collections.lib.utah.edu/dl_thumbs/7a/05/7a05339d0d50039471cfef43fbb49d1cc72cb4ea.jpg,Auto Club Insurance Agency,"Auto Club Insurance Agency matchbook, Salt Lake City, Utah",Insurance companies,Horses and riders,We're With You For The Long Ride,White with blue text and black text,Advertising; Graphic arts; Insurance companies,560 E 5th South,Salt Lake City,Salt Lake County,Utah,United States,40.7581395,-111.874791,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402331,https://collections.lib.utah.edu/ark:/87278/s66x3px6,https://collections.lib.utah.edu/file?id=1402331,https://collections.lib.utah.edu/dl_thumbs/3b/de/3bde0411426459df8c5d1e780c141ba6faacb316.jpg,Annex Buffet,"Annex Buffet matchbook, Salt Lake City, Utah",Restaurants,Pin up girl,Beer Service With A Smile,"Gray, orange, yellow, green with black text",Advertising; Graphic arts; Restaurants,666 S State Street,Salt Lake City,Salt Lake County,Utah,United States,40.7546136,-111.8886479,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402332,https://collections.lib.utah.edu/ark:/87278/s6381nh5,https://collections.lib.utah.edu/file?id=1402332,https://collections.lib.utah.edu/dl_thumbs/94/46/94460ac2189e6f3ac5fd81668c7e426cdf5c98ea.jpg,Andy's Club,"Andy's Club matchbook, Salt Lake City, Utah",Bars,Pin up girl,See-Worthy,"Yellow, blue with black text",Advertising; Graphic arts; Bars,330 S State Street,Salt Lake City,Salt Lake County,Utah,United States,40.7619662,-111.888712,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402333,https://collections.lib.utah.edu/ark:/87278/s6zh1535,https://collections.lib.utah.edu/file?id=1402333,https://collections.lib.utah.edu/dl_thumbs/ec/22/ec22145975606b689e869d547625464805d63aed.jpg,Arch Browning Inc,"Arch Browning Inc matchbook, Salt Lake City, Utah [2]",Automobile Equipment and Supplies Stores,Cars and car parts,"When better automobiles are built, Buick will build them","Green, red, yellow, white with red, white and black text",Advertising; Graphic arts; Automobile equipment & supplies stores,570 South Main Street,Salt Lake City,Salt Lake County,Utah,United States,40.7569374,-111.8912057,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402336,https://collections.lib.utah.edu/ark:/87278/s6tr0ddw,https://collections.lib.utah.edu/file?id=1402336,https://collections.lib.utah.edu/dl_thumbs/1e/23/1e238e1eb5a5370f8f2f86192e1b4db37fd4a765.jpg,Angelo's ,"Angelo's matchbook, Salt Lake City, Utah [1]",Restaurants,Pin up girl,The House Of Fine Foods,"White, green, yellow, blue, orange and black text",Advertising; Graphic arts; Restaurants,U.S. 40 at 21 S 13 E,Salt Lake City,Salt Lake County,Utah,United States,40.7277688,-111.4948841,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402337,https://collections.lib.utah.edu/ark:/87278/s6pz9nn5,https://collections.lib.utah.edu/file?id=1402337,https://collections.lib.utah.edu/dl_thumbs/d9/74/d974880eff28302e30a2d5a6846e5d67c6322eb0.jpg,Angelo's ,"Angelo's matchbook, Salt Lake City, Utah [2]",Restaurants,Couple at a table,The House Of Fine Foods,Gray and black with black text,Advertising; Graphic arts; Restaurants,U.S. 40 at 21 S 13 E,Salt Lake City,Salt Lake County,Utah,United States,40.7277688,-111.4948841,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402338,https://collections.lib.utah.edu/ark:/87278/s6k68ww9,https://collections.lib.utah.edu/file?id=1402338,https://collections.lib.utah.edu/dl_thumbs/34/85/34855a1715f453aa1c250159c3cdac453485563c.jpg,Army Airbase,"Army Airbase matchbook, Salt Lake City, Utah",Military bases,"Army Airbase emblem, airplanes",,"Blue, green, white, yellow, red with white text",Advertising; Graphic arts; Military bases,,Salt Lake City,Salt Lake County,Utah,United States,40.7607793,-111.8910474,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402339,https://collections.lib.utah.edu/ark:/87278/s6ff856t,https://collections.lib.utah.edu/file?id=1402339,https://collections.lib.utah.edu/dl_thumbs/35/21/35216ac32f9230c8fba57c24ebe924e3fb5d250f.jpg,Balsam Embers Restaurant,"Balsam Embers Restaurant matchbook, Salt Lake City, Utah [1]",Restaurants,,Open Daily Except Sunday,White and red with white and red text,Advertising; Graphic arts; Restaurants,2350 Foothill Drive,Salt Lake City,Salt Lake County,Utah,United States,40.7202511,-111.8116298,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402342,https://collections.lib.utah.edu/ark:/87278/s69p7dhj,https://collections.lib.utah.edu/file?id=1402342,https://collections.lib.utah.edu/dl_thumbs/d0/4b/d04b3143cfd2eae8bd9f9c83011196d55252c9f7.jpg,Balsam Embers Restaurant,"Balsam Embers Restaurant matchbook, Salt Lake City, Utah [2]",Restaurants,,Open Daily Except Sunday,White and orange with gold text,Advertising; Graphic arts; Restaurants,2350 Foothill Drive,Salt Lake City,Salt Lake County,Utah,United States,40.7202511,-111.8116298,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402345,https://collections.lib.utah.edu/ark:/87278/s6615c5d,https://collections.lib.utah.edu/file?id=1402345,https://collections.lib.utah.edu/dl_thumbs/32/f2/32f2a0528cdcfe924aeca671a88851b985f7f4a8.jpg,Ross Bartlett,"Ross Bartlett matchbook, Salt Lake City, Utah",,Pin up girl,Quality Products,"Red, orange, yellow with black text",Advertising; Graphic arts,1166 Downington Ave,Salt Lake City,Salt Lake County,Utah,United States,40.7310416,-111.8575339,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402346,https://collections.lib.utah.edu/ark:/87278/s6284mg4,https://collections.lib.utah.edu/file?id=1402346,https://collections.lib.utah.edu/dl_thumbs/ad/e1/ade1403f768afaae28099902b1a3124b7c52d955.jpg,Bird's Cafe,"Bird's Cafe matchbook, Salt Lake City, Utah [1]",Restaurants,Bird's Cafe logo,Serving Sunday Brunch Lunch Dinner,White and black with black text,Advertising; Graphic arts; Restaurants,1355 E 2100 S,Salt Lake City,Salt Lake County,Utah,United States,40.7261792,-111.852061,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402349,https://collections.lib.utah.edu/ark:/87278/s6xh4424,https://collections.lib.utah.edu/file?id=1402349,https://collections.lib.utah.edu/dl_thumbs/e4/af/e4af7f57fcc3077bdb22f355ad8b0f82b877d510.jpg,Club Baci,"Club Baci matchbook, Salt Lake City, Utah [1]",Restaurants,Baci Club logo,Baci Trattoria,"White with green, red, yellow, blue text",Advertising; Graphic arts; Restaurants,140 W Pierpont Ave,Salt Lake City,Salt Lake County,Utah,United States,40.7641173,-111.8951729,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402352,https://collections.lib.utah.edu/ark:/87278/s6sr3c8h,https://collections.lib.utah.edu/file?id=1402352,https://collections.lib.utah.edu/dl_thumbs/f6/c7/f6c7e0ebbf80e77d452614a02b32a9a889ef3c0b.jpg,Club Baci,"Club Baci matchbook, Salt Lake City, Utah [2]",Restaurants,Baci Club logo,Baci Trattoria - Other Gastronomy restaurants:,"Black and gray with green, red, yellow, blue text",Advertising; Graphic arts; Restaurants,140 W Pierpont Ave,Salt Lake City,Salt Lake County,Utah,United States,40.7641173,-111.8951729,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
